IDMascota,Timestamp,Raza,Edad,HR (bpm),Actividad (steps),GPS_Lat,GPS_Lon,Temperatura,Emoción
283,2025-06-11 18:43:00,Galgo,4,136,177,65.05,40.53,19.5ºC,Enfadado
284,2025-06-11 18:44:00,Beagle,1,168,123,62.37,134.53,25.3ºC,Miedo
285,2025-06-11 18:45:00,Boston Terrier,19,92,118,75.41,80.63,18.8ºC,Enfadado
286,2025-06-11 18:46:00,Border Collie,8,65,7,-44.6,-136.6,22.0ºC,Relajación
287,2025-06-11 18:47:00,American Shorthair,15,147,84,45.91,144.88,19.8ºC,Alerta
288,2025-06-11 18:48:00,Cornish Rex,15,78,128,-7.1,-156.08,18.3ºC,Tristeza
289,2025-06-11 18:49:00,Doberman,9,139,7,61.56,12.23,18.3ºC,Miedo
290,2025-06-11 18:50:00,Rottweiler,9,99,156,41.13,-128.83,19.4ºC,Relajación
291,2025-06-11 18:51:00,Maltés,10,151,95,49.76,-175.79,24.9ºC,Miedo
292,2025-06-11 18:52:00,Border Collie,20,156,101,28.11,-28.07,20.3ºC,Enfadado
293,2025-06-11 18:53:00,Cornish Rex,9,118,4,-58.06,-73.79,25.6ºC,Ansiedad
294,2025-06-11 18:54:00,Bulldog,3,118,85,8.1,-5.04,22.7ºC,Miedo
295,2025-06-11 18:55:00,Oriental,20,107,174,87.24,27.79,21.5ºC,Relajación
296,2025-06-11 18:56:00,Pastor Alemán,11,100,33,78.73,-164.25,22.6ºC,Enfadado
297,2025-06-11 18:57:00,Manx,6,72,192,-82.23,-135.72,22.1ºC,Tranquilo
298,2025-06-11 18:58:00,Cocker Spaniel,2,166,54,-60.33,21.11,24.1ºC,Enfadado
299,2025-06-11 18:59:00,Sphynx,7,104,118,-66.29,-56.46,20.3ºC,Alerta
300,2025-06-11 19:00:00,Cocker Spaniel,18,148,170,40.68,82.5,20.8ºC,Tristeza
301,2025-06-11 19:01:00,Poodle,2,112,157,57.2,54.82,25.2ºC,Tranquilo
302,2025-06-11 19:02:00,Terranova,17,101,113,-51.57,124.42,25.6ºC,Alerta
303,2025-06-11 19:03:00,Cornish Rex,11,159,144,1.05,69.3,25.1ºC,Alerta
304,2025-06-11 19:04:00,Labrador,12,122,25,61.33,-25.22,21.4ºC,Alerta
305,2025-06-11 19:05:00,Bulldog,19,86,135,41.9,62.27,24.2ºC,Ansiedad
306,2025-06-11 19:06:00,Pastor Alemán,7,97,46,7.6,-80.86,21.8ºC,Alerta
307,2025-06-11 19:07:00,Cocker Spaniel,20,119,112,16.26,-69.73,22.0ºC,Ansiedad
308,2025-06-11 19:08:00,Australian Shepherd,6,66,75,1.5,104.03,19.6ºC,Alerta
309,2025-06-11 19:09:00,Pug,1,64,71,-36.44,-19.29,22.7ºC,Confusión
310,2025-06-11 19:10:00,Scottish Fold,17,166,88,11.7,107.42,19.5ºC,Relajación
311,2025-06-11 19:11:00,Chihuahua,11,104,45,34.0,116.07,20.7ºC,Tranquilo
312,2025-06-11 19:12:00,Beagle,18,117,195,67.2,128.72,24.8ºC,Confusión
313,2025-06-11 19:13:00,American Shorthair,17,174,32,24.53,149.99,19.7ºC,Alerta
314,2025-06-11 19:14:00,Oriental,7,90,0,47.0,-24.85,18.6ºC,Tranquilo
315,2025-06-11 19:15:00,Weimaraner,17,82,146,-61.19,-65.21,18.6ºC,Tranquilo
316,2025-06-11 19:16:00,Oriental,20,101,30,-6.92,29.59,25.5ºC,Miedo
317,2025-06-11 19:17:00,Shiba Inu,9,69,141,-88.32,-46.38,22.1ºC,Tristeza
318,2025-06-11 19:18:00,Yorkshire Terrier,17,91,52,-45.6,36.39,21.3ºC,Confusión
319,2025-06-11 19:19:00,Shih Tzu,20,166,47,40.76,74.01,24.5ºC,Tristeza
320,2025-06-11 19:20:00,Yorkshire Terrier,8,112,68,88.53,67.83,24.7ºC,Tranquilo
321,2025-06-11 19:21:00,Bengala,17,89,104,-72.15,-45.16,20.7ºC,Ansiedad
322,2025-06-11 19:22:00,Abyssinian,7,98,89,-17.73,-119.93,23.5ºC,Tranquilo
323,2025-06-11 19:23:00,Galgo,1,90,189,54.01,-25.01,24.2ºC,Tristeza
324,2025-06-11 19:24:00,Caniche,13,141,193,-53.27,-128.67,23.2ºC,Confusión
325,2025-06-11 19:25:00,Border Collie,19,159,191,9.92,140.43,19.2ºC,Alerta
326,2025-06-11 19:26:00,Sphynx,19,61,197,41.95,-55.48,25.0ºC,Miedo
327,2025-06-11 19:27:00,British Shorthair,17,137,62,20.88,-124.39,22.3ºC,Miedo
328,2025-06-11 19:28:00,Shiba Inu,13,136,72,-56.16,-170.84,20.3ºC,Miedo
329,2025-06-11 19:29:00,Terranova,16,152,160,-26.03,52.5,21.4ºC,Alerta
330,2025-06-11 19:30:00,Australian Shepherd,8,71,168,51.08,49.28,18.3ºC,Miedo
331,2025-06-11 19:31:00,Husky,19,98,88,9.76,-57.38,19.0ºC,Confusión
332,2025-06-11 19:32:00,Maine Coon,18,125,175,-89.06,-154.18,24.1ºC,Alerta
333,2025-06-11 19:33:00,Boston Terrier,1,155,12,46.98,-32.53,18.0ºC,Miedo
334,2025-06-11 19:34:00,Labrador,14,72,72,-83.64,-67.96,21.3ºC,Alerta
335,2025-06-11 19:35:00,Bulldog,19,105,76,44.23,63.76,22.2ºC,Tristeza
336,2025-06-11 19:36:00,Shih Tzu,15,86,158,-53.55,38.08,18.4ºC,Relajación
337,2025-06-11 19:37:00,Ragdoll,18,172,67,82.45,-48.75,25.8ºC,Relajación
338,2025-06-11 19:38:00,Bengala,2,164,97,-23.77,-101.56,19.8ºC,Confusión
339,2025-06-11 19:39:00,Siberiano,17,76,124,-31.15,175.69,20.4ºC,Enfadado
340,2025-06-11 19:40:00,Rottweiler,18,163,101,-63.2,-16.56,20.4ºC,Ansiedad
341,2025-06-11 19:41:00,Weimaraner,6,154,131,-34.99,67.78,19.8ºC,Miedo
342,2025-06-11 19:42:00,Shih Tzu,19,157,101,67.8,-129.4,18.0ºC,Ansiedad
343,2025-06-11 19:43:00,Poodle,4,119,18,89.34,-5.19,23.8ºC,Alerta
344,2025-06-11 19:44:00,Chihuahua,1,123,197,-23.7,-170.09,25.7ºC,Ansiedad
345,2025-06-11 19:45:00,Siberiano,8,147,81,-9.25,1.96,19.8ºC,Confusión
346,2025-06-11 19:46:00,Pit Bull,7,168,140,39.97,167.05,23.3ºC,Confusión
347,2025-06-11 19:47:00,Cocker Spaniel,3,94,22,69.52,-41.69,23.9ºC,Tranquilo
348,2025-06-11 19:48:00,Poodle,10,171,82,16.75,-165.96,24.8ºC,Relajación
349,2025-06-11 19:49:00,Cocker Spaniel,10,129,108,-19.53,-168.86,21.4ºC,Miedo
350,2025-06-11 19:50:00,Galgo,19,142,74,-15.73,-40.32,20.4ºC,Tranquilo
351,2025-06-11 19:51:00,Maltés,14,89,128,35.21,-122.39,20.6ºC,Ansiedad
352,2025-06-11 19:52:00,Poodle,2,130,87,-89.42,-171.59,23.7ºC,Enfadado
353,2025-06-11 19:53:00,Manx,1,133,53,21.53,92.24,24.5ºC,Tranquilo
354,2025-06-11 19:54:00,Cocker Spaniel,18,164,198,-26.01,-14.93,19.5ºC,Tranquilo
355,2025-06-11 19:55:00,Cocker Spaniel,7,155,88,52.96,-75.87,21.0ºC,Confusión
356,2025-06-11 19:56:00,Abyssinian,8,157,142,-73.26,144.03,25.2ºC,Enfadado
357,2025-06-11 19:57:00,Terranova,1,122,64,15.88,-138.19,24.5ºC,Alerta
358,2025-06-11 19:58:00,Galgo,3,87,75,-3.42,164.13,25.9ºC,Ansiedad
359,2025-06-11 19:59:00,Doberman,8,119,198,25.62,-66.97,24.0ºC,Tranquilo
360,2025-06-11 20:00:00,Dachshund,15,138,142,-78.33,139.83,21.1ºC,Enfadado
361,2025-06-11 20:01:00,Boxer,5,153,148,14.4,37.06,22.7ºC,Relajación
362,2025-06-11 20:02:00,Scottish Fold,3,96,146,11.07,117.61,23.3ºC,Miedo
363,2025-06-11 20:03:00,Sphynx,19,152,59,10.92,174.24,18.6ºC,Enfadado
364,2025-06-11 20:04:00,Pastor Alemán,1,81,92,18.63,-76.17,22.4ºC,Relajación
365,2025-06-11 20:05:00,Cocker Spaniel,15,127,160,31.76,166.01,23.7ºC,Ansiedad
366,2025-06-11 20:06:00,Somalí,8,79,48,54.9,-39.79,19.3ºC,Enfadado
367,2025-06-11 20:07:00,Setter Irlandés,2,155,34,-41.43,-41.22,24.2ºC,Relajación
368,2025-06-11 20:08:00,Pastor Alemán,3,159,171,58.51,-57.46,22.7ºC,Enfadado
369,2025-06-11 20:09:00,Whippet,14,173,101,-0.31,14.91,25.6ºC,Enfadado
370,2025-06-11 20:10:00,Caniche,14,127,10,-76.13,-124.51,18.3ºC,Miedo
371,2025-06-11 20:11:00,Beagle,11,150,98,-79.46,19.34,20.1ºC,Relajación
372,2025-06-11 20:12:00,British Shorthair,16,123,199,-29.84,15.01,22.8ºC,Relajación
373,2025-06-11 20:13:00,Persa,4,76,109,51.28,94.28,20.4ºC,Tranquilo
374,2025-06-11 20:14:00,Shiba Inu,20,71,73,37.38,120.11,23.7ºC,Ansiedad
375,2025-06-11 20:15:00,Pug,5,81,193,51.95,-21.44,24.1ºC,Miedo
376,2025-06-11 20:16:00,Siamés,14,76,173,3.11,-71.16,18.8ºC,Enfadado
377,2025-06-11 20:17:00,Rottweiler,16,69,8,-10.76,-86.64,22.1ºC,Enfadado
378,2025-06-11 20:18:00,Akita,18,177,2,-63.46,-109.94,22.1ºC,Tranquilo
379,2025-06-11 20:19:00,Manx,7,124,84,-30.93,-159.25,21.0ºC,Ansiedad
380,2025-06-11 20:20:00,Oriental,10,81,25,-11.88,-56.72,25.5ºC,Confusión
381,2025-06-11 20:21:00,Persa,7,149,71,-74.05,-82.71,24.6ºC,Miedo
382,2025-06-11 20:22:00,Scottish Fold,1,179,47,-50.29,167.91,23.6ºC,Tranquilo
383,2025-06-11 20:23:00,Labrador,19,141,193,17.68,20.78,23.7ºC,Ansiedad
384,2025-06-11 20:24:00,British Shorthair,16,109,197,42.42,-54.98,21.7ºC,Miedo
385,2025-06-11 20:25:00,Weimaraner,19,73,155,89.7,28.97,25.4ºC,Enfadado
386,2025-06-11 20:26:00,Shiba Inu,4,123,116,77.96,-129.89,23.6ºC,Ansiedad
387,2025-06-11 20:27:00,Australian Shepherd,18,106,153,25.66,-20.14,23.8ºC,Ansiedad
388,2025-06-11 20:28:00,Bengala,2,88,152,-14.18,45.44,24.9ºC,Alerta
389,2025-06-11 20:29:00,Yorkshire Terrier,1,135,11,24.51,-4.0,20.2ºC,Ansiedad
390,2025-06-11 20:30:00,Maltés,15,95,132,51.42,-35.36,24.5ºC,Confusión
391,2025-06-11 20:31:00,Pug,5,158,47,-68.7,177.79,19.6ºC,Ansiedad
392,2025-06-11 20:32:00,Gran Danés,20,111,36,-16.22,136.91,20.8ºC,Confusión
393,2025-06-11 20:33:00,Doberman,11,135,43,61.16,44.43,20.7ºC,Enfadado
394,2025-06-11 20:34:00,Australian Shepherd,10,66,14,-20.91,24.98,25.8ºC,Confusión
395,2025-06-11 20:35:00,Pastor Alemán,2,88,42,12.94,43.44,24.9ºC,Miedo
396,2025-06-11 20:36:00,Scottish Fold,3,70,175,15.8,-107.53,23.6ºC,Enfadado
397,2025-06-11 20:37:00,Birmano,12,92,86,-56.79,-37.75,23.8ºC,Enfadado
398,2025-06-11 20:38:00,Terranova,20,65,69,-24.8,-165.79,22.5ºC,Confusión
399,2025-06-11 20:39:00,Caniche,5,170,45,-29.79,-8.8,25.6ºC,Relajación
400,2025-06-11 20:40:00,Labrador,5,138,107,-85.28,15.49,22.0ºC,Tranquilo
401,2025-06-11 20:41:00,Yorkshire Terrier,6,91,122,-85.65,-98.01,21.0ºC,Tristeza
402,2025-06-11 20:42:00,Somalí,9,110,170,59.71,167.05,19.3ºC,Relajación
403,2025-06-11 20:43:00,Beagle,2,134,20,-40.85,147.4,24.3ºC,Ansiedad
404,2025-06-11 20:44:00,Cocker Spaniel,12,117,150,3.25,79.97,23.9ºC,Alerta
405,2025-06-11 20:45:00,Dachshund,3,146,106,-36.23,12.02,21.1ºC,Tristeza
406,2025-06-11 20:46:00,Persa,20,85,79,79.32,133.19,18.2ºC,Ansiedad
407,2025-06-11 20:47:00,Boston Terrier,12,157,46,-43.33,-132.97,24.7ºC,Relajación
408,2025-06-11 20:48:00,Persa,17,105,116,-12.66,104.58,18.1ºC,Relajación
409,2025-06-11 20:49:00,Chihuahua,10,157,123,67.09,-135.06,23.6ºC,Ansiedad
410,2025-06-11 20:50:00,Bulldog,14,88,142,61.55,105.92,25.8ºC,Enfadado
411,2025-06-11 20:51:00,Ragdoll,17,63,24,-56.5,-80.72,21.5ºC,Ansiedad
412,2025-06-11 20:52:00,Abyssinian,18,140,35,54.48,135.75,19.9ºC,Alerta
413,2025-06-11 20:53:00,Abyssinian,19,158,50,-7.53,159.86,23.6ºC,Relajación
414,2025-06-11 20:54:00,Rottweiler,17,72,14,-3.07,-126.43,24.5ºC,Ansiedad
415,2025-06-11 20:55:00,Rottweiler,14,164,67,-65.97,-13.44,22.4ºC,Confusión
416,2025-06-11 20:56:00,Border Collie,9,98,20,-75.49,173.16,25.7ºC,Tristeza
417,2025-06-11 20:57:00,Dachshund,8,74,140,41.03,-5.97,18.4ºC,Confusión
418,2025-06-11 20:58:00,Yorkshire Terrier,2,178,18,-0.64,130.88,22.0ºC,Alerta
419,2025-06-11 20:59:00,Husky,13,88,33,-11.37,31.94,23.7ºC,Ansiedad
420,2025-06-11 21:00:00,Boxer,7,88,77,41.31,-44.88,24.9ºC,Miedo
421,2025-06-11 21:01:00,Whippet,9,134,124,47.79,-77.12,19.4ºC,Alerta
422,2025-06-11 21:02:00,Labrador,11,175,195,-61.4,-106.84,24.4ºC,Enfadado
423,2025-06-11 21:03:00,Oriental,14,91,116,19.84,94.25,22.4ºC,Confusión
424,2025-06-11 21:04:00,Pastor Alemán,4,61,51,-65.64,-40.85,21.2ºC,Confusión
425,2025-06-11 21:05:00,Golden Retriever,13,106,26,45.25,4.06,19.1ºC,Tranquilo
426,2025-06-11 21:06:00,Labrador,2,137,156,28.25,-2.76,24.9ºC,Ansiedad
427,2025-06-11 21:07:00,Australian Shepherd,5,143,155,82.19,27.82,19.3ºC,Enfadado
428,2025-06-11 21:08:00,Collie,11,81,34,-77.59,131.61,20.5ºC,Miedo
429,2025-06-11 21:09:00,Weimaraner,6,134,135,-79.73,173.07,20.3ºC,Confusión
430,2025-06-11 21:10:00,Birmano,18,86,143,-39.21,-33.27,25.0ºC,Confusión
431,2025-06-11 21:11:00,Cocker Spaniel,10,126,105,-42.89,117.91,23.4ºC,Enfadado
432,2025-06-11 21:12:00,Boston Terrier,4,140,163,-45.54,95.23,24.4ºC,Alerta
433,2025-06-11 21:13:00,Poodle,9,167,157,73.13,26.47,20.0ºC,Alerta
434,2025-06-11 21:14:00,Cornish Rex,6,115,145,-45.08,164.18,23.0ºC,Ansiedad
435,2025-06-11 21:15:00,Maltés,2,151,1,-41.05,-107.83,22.6ºC,Relajación
436,2025-06-11 21:16:00,Birmano,17,152,176,46.69,-140.66,24.7ºC,Tranquilo
437,2025-06-11 21:17:00,Bulldog,5,80,76,-9.05,127.43,25.2ºC,Confusión
438,2025-06-11 21:18:00,Manx,6,106,131,49.81,-21.91,18.1ºC,Relajación
439,2025-06-11 21:19:00,Siberiano,12,139,89,-78.23,124.91,23.4ºC,Relajación
440,2025-06-11 21:20:00,Labrador,10,160,88,-2.24,141.51,18.4ºC,Tranquilo
441,2025-06-11 21:21:00,American Shorthair,6,118,93,-83.95,-157.52,22.4ºC,Relajación
442,2025-06-11 21:22:00,Persa,8,143,6,-78.72,138.05,20.3ºC,Relajación
443,2025-06-11 21:23:00,Akita,2,65,94,73.16,-18.61,20.5ºC,Alerta
444,2025-06-11 21:24:00,Akita,12,78,107,-64.94,3.76,20.8ºC,Alerta
445,2025-06-11 21:25:00,Dachshund,13,116,73,5.84,45.57,23.0ºC,Tristeza
446,2025-06-11 21:26:00,Somalí,7,128,38,-16.0,153.5,20.7ºC,Miedo
447,2025-06-11 21:27:00,Shiba Inu,10,62,140,-27.48,-173.12,23.9ºC,Ansiedad
448,2025-06-11 21:28:00,Ragdoll,13,60,158,71.97,-8.34,21.2ºC,Relajación
449,2025-06-11 21:29:00,Maine Coon,17,117,70,-86.07,67.58,18.5ºC,Tristeza
450,2025-06-11 21:30:00,Abyssinian,14,97,190,29.48,80.17,24.3ºC,Miedo
451,2025-06-11 21:31:00,Yorkshire Terrier,2,74,55,83.41,69.31,20.3ºC,Tristeza
452,2025-06-11 21:32:00,Husky,11,93,169,10.83,-131.6,21.5ºC,Tristeza
453,2025-06-11 21:33:00,Siamés,1,120,188,78.63,-72.22,23.5ºC,Ansiedad
454,2025-06-11 21:34:00,Bengala,19,94,41,-80.59,-50.86,20.7ºC,Ansiedad
455,2025-06-11 21:35:00,Cornish Rex,4,123,183,-14.62,109.6,18.5ºC,Enfadado
456,2025-06-11 21:36:00,Chihuahua,19,172,35,-43.17,-79.65,21.0ºC,Tranquilo
457,2025-06-11 21:37:00,Birmano,11,84,83,41.55,-104.15,25.6ºC,Tranquilo
458,2025-06-11 21:38:00,Chihuahua,8,83,195,86.63,164.68,23.1ºC,Enfadado
459,2025-06-11 21:39:00,Manx,11,71,117,-43.82,-176.81,23.4ºC,Enfadado
460,2025-06-11 21:40:00,Birmano,4,77,6,27.75,179.22,23.1ºC,Alerta
461,2025-06-11 21:41:00,British Shorthair,17,74,53,-54.34,63.66,19.6ºC,Miedo
462,2025-06-11 21:42:00,Akita,7,167,128,11.76,118.25,21.3ºC,Tristeza
463,2025-06-11 21:43:00,Maine Coon,8,139,171,-6.49,-73.94,24.0ºC,Relajación
464,2025-06-11 21:44:00,Doberman,3,86,119,84.96,-174.85,18.8ºC,Enfadado
465,2025-06-11 21:45:00,Birmano,2,131,172,19.53,85.63,20.2ºC,Confusión
466,2025-06-11 21:46:00,Chihuahua,15,119,105,-27.09,120.29,20.2ºC,Tranquilo
467,2025-06-11 21:47:00,Scottish Fold,5,105,46,-69.46,86.57,21.5ºC,Enfadado
468,2025-06-11 21:48:00,Pit Bull,1,148,122,-62.78,-128.57,25.8ºC,Confusión
469,2025-06-11 21:49:00,Maine Coon,4,76,140,-49.44,91.23,18.5ºC,Confusión
470,2025-06-11 21:50:00,Akita,15,152,118,-44.83,96.81,22.1ºC,Confusión
471,2025-06-11 21:51:00,Bull Terrier,20,112,149,63.11,57.07,19.4ºC,Alerta
472,2025-06-11 21:52:00,Dachshund,19,67,117,11.02,95.8,25.8ºC,Alerta
473,2025-06-11 21:53:00,Persa,3,138,20,4.21,124.53,18.9ºC,Relajación
474,2025-06-11 21:54:00,Setter Irlandés,20,86,136,-69.34,40.9,21.2ºC,Relajación
475,2025-06-11 21:55:00,Golden Retriever,11,105,25,64.83,-148.1,23.9ºC,Confusión
476,2025-06-11 21:56:00,Rottweiler,17,109,8,40.11,-4.45,23.6ºC,Miedo
477,2025-06-11 21:57:00,Dachshund,13,175,14,-77.82,-152.05,21.4ºC,Alerta
478,2025-06-11 21:58:00,Rottweiler,11,130,9,37.41,-33.28,20.8ºC,Tristeza
479,2025-06-11 21:59:00,Dachshund,2,62,121,7.84,-33.44,21.2ºC,Confusión
480,2025-06-11 22:00:00,Sphynx,9,152,120,-75.29,-156.24,20.1ºC,Tristeza
481,2025-06-11 22:01:00,Pit Bull,2,123,124,-7.51,-54.42,19.6ºC,Tristeza
482,2025-06-11 22:02:00,Persa,9,103,169,-2.75,-140.04,21.9ºC,Confusión
483,2025-06-11 22:03:00,Birmano,9,112,71,-60.16,110.96,20.1ºC,Tranquilo
484,2025-06-11 22:04:00,Beagle,8,83,151,80.23,161.17,20.3ºC,Miedo
485,2025-06-11 22:05:00,Siamés,17,119,48,63.0,-153.97,23.3ºC,Confusión
486,2025-06-11 22:06:00,Pastor Alemán,1,62,153,30.42,163.84,25.7ºC,Relajación
487,2025-06-11 22:07:00,Cavalier King Charles,11,79,90,-6.79,8.13,22.8ºC,Confusión
488,2025-06-11 22:08:00,Cavalier King Charles,8,105,36,-15.88,-72.16,18.6ºC,Alerta
489,2025-06-11 22:09:00,Somalí,10,74,67,27.18,-152.33,18.6ºC,Confusión
490,2025-06-11 22:10:00,Bengala,7,84,49,8.18,0.22,25.6ºC,Tranquilo
491,2025-06-11 22:11:00,Shiba Inu,3,153,151,-78.79,106.03,20.4ºC,Alerta
492,2025-06-11 22:12:00,Ragdoll,3,137,18,2.25,74.55,18.7ºC,Relajación
493,2025-06-11 22:13:00,Shih Tzu,18,130,99,55.15,-161.92,22.8ºC,Ansiedad
494,2025-06-11 22:14:00,Boston Terrier,5,76,59,-7.34,-153.76,23.0ºC,Ansiedad
495,2025-06-11 22:15:00,Bengala,12,167,166,-80.65,-34.97,23.2ºC,Tristeza
496,2025-06-11 22:16:00,Shih Tzu,12,143,88,51.53,-73.7,20.1ºC,Miedo
497,2025-06-11 22:17:00,Poodle,19,159,145,-53.75,-96.34,18.1ºC,Tristeza
498,2025-06-11 22:18:00,Golden Retriever,6,68,146,-43.45,-78.84,25.7ºC,Tranquilo
499,2025-06-11 22:19:00,Collie,2,97,163,-60.35,109.25,20.0ºC,Enfadado
500,2025-06-11 22:20:00,Golden Retriever,12,107,182,-30.56,154.52,23.4ºC,Relajación
501,2025-06-11 22:21:00,Golden Retriever,11,67,173,-22.71,136.07,19.8ºC,Tristeza
502,2025-06-11 22:22:00,Maine Coon,8,104,73,22.56,-83.09,28.3ºC,Enfadado
503,2025-06-11 22:23:00,Pug,10,146,123,-87.78,173.61,24.2ºC,Miedo
504,2025-06-11 22:24:00,Bulldog,7,106,71,-64.27,-42.15,19.3ºC,Alerta
505,2025-06-11 22:25:00,Boxer,3,99,88,43.61,-115.96,26.3ºC,Confusión
506,2025-06-11 22:26:00,Sphynx,3,135,69,-46.05,-53.38,24.2ºC,Tristeza
507,2025-06-11 22:27:00,Golden Retriever,18,113,90,17.64,-21.54,21.6ºC,Tristeza
508,2025-06-11 22:28:00,Galgo,5,135,197,-20.68,-155.05,23.1ºC,Enfadado
509,2025-06-11 22:29:00,Poodle,12,105,157,63.87,28.16,21.6ºC,Relajación
510,2025-06-11 22:30:00,Cornish Rex,12,106,196,81.43,35.15,21.2ºC,Alerta
511,2025-06-11 22:31:00,Cornish Rex,19,74,133,69.04,86.01,20.0ºC,Enfadado
512,2025-06-11 22:32:00,Whippet,6,164,160,-41.29,-169.5,22.4ºC,Tristeza
513,2025-06-11 22:33:00,Abyssinian,2,78,115,-55.05,14.85,21.0ºC,Confusión
514,2025-06-11 22:34:00,Akita,12,85,102,-4.6,-160.95,26.2ºC,Enfadado
515,2025-06-11 22:35:00,Whippet,19,111,83,-88.68,72.41,26.2ºC,Relajación
516,2025-06-11 22:36:00,Bull Terrier,5,152,199,-85.35,-159.94,24.0ºC,Tristeza
517,2025-06-11 22:37:00,Labrador,12,81,116,9.59,148.22,27.3ºC,Enfadado
518,2025-06-11 22:38:00,Doberman,17,163,183,3.68,72.75,28.1ºC,Alerta
519,2025-06-11 22:39:00,Whippet,17,80,76,89.02,2.66,25.0ºC,Relajación
520,2025-06-11 22:40:00,Yorkshire Terrier,10,110,59,-53.67,-21.06,25.4ºC,Alerta
521,2025-06-11 22:41:00,Cocker Spaniel,17,97,122,-43.54,-132.96,21.4ºC,Alerta
522,2025-06-11 22:42:00,Persa,15,79,145,-69.56,-75.24,28.7ºC,Alerta
523,2025-06-11 22:43:00,Doberman,12,88,97,75.16,132.83,18.3ºC,Enfadado
524,2025-06-11 22:44:00,Sphynx,16,110,119,50.01,145.6,22.2ºC,Relajación
525,2025-06-11 22:45:00,Gran Danés,19,63,149,58.02,-179.73,26.7ºC,Enfadado
526,2025-06-11 22:46:00,Setter Irlandés,8,114,108,72.5,33.89,19.0ºC,Enfadado
527,2025-06-11 22:47:00,Labrador,17,130,51,4.48,78.95,20.2ºC,Enfadado
528,2025-06-11 22:48:00,Yorkshire Terrier,5,151,114,-8.79,42.75,25.1ºC,Tristeza
529,2025-06-11 22:49:00,Shih Tzu,16,87,132,-30.53,-150.6,24.7ºC,Tranquilo
530,2025-06-11 22:50:00,British Shorthair,6,63,59,16.06,-101.62,26.9ºC,Ansiedad
531,2025-06-11 22:51:00,Siberiano,8,81,102,-8.23,-89.88,27.8ºC,Tristeza
532,2025-06-11 22:52:00,Border Collie,18,135,128,-8.72,119.42,19.5ºC,Relajación
533,2025-06-11 22:53:00,Ragdoll,12,104,108,78.65,-13.25,18.2ºC,Ansiedad
534,2025-06-11 22:54:00,Pit Bull,15,126,199,87.13,-4.74,26.3ºC,Ansiedad
535,2025-06-11 22:55:00,Pug,9,145,97,53.37,156.56,21.6ºC,Ansiedad
536,2025-06-11 22:56:00,Terranova,13,167,198,46.22,49.35,25.5ºC,Tranquilo
537,2025-06-11 22:57:00,Yorkshire Terrier,15,125,172,32.5,143.52,19.8ºC,Enfadado
538,2025-06-11 22:58:00,Bull Terrier,10,147,71,-60.11,-15.66,23.6ºC,Miedo
539,2025-06-11 22:59:00,American Shorthair,16,93,149,-79.36,-126.2,24.1ºC,Confusión
540,2025-06-11 23:00:00,Scottish Fold,7,150,147,34.33,154.78,25.0ºC,Relajación
541,2025-06-11 23:01:00,Sphynx,17,114,74,41.18,-14.87,24.2ºC,Miedo
542,2025-06-11 23:02:00,Cavalier King Charles,7,164,77,-81.54,-114.61,23.9ºC,Tranquilo
543,2025-06-11 23:03:00,Golden Retriever,14,60,162,77.05,-71.14,22.0ºC,Tranquilo
544,2025-06-11 23:04:00,Dálmata,15,131,94,-73.59,-161.71,18.9ºC,Confusión
545,2025-06-11 23:05:00,Maltés,7,146,117,-38.54,-11.41,19.1ºC,Ansiedad
546,2025-06-11 23:06:00,Shih Tzu,9,97,56,31.03,127.13,23.2ºC,Enfadado
547,2025-06-11 23:07:00,Manx,19,65,98,-59.42,156.09,22.3ºC,Confusión
548,2025-06-11 23:08:00,Chihuahua,16,145,186,-80.03,155.74,24.2ºC,Miedo
549,2025-06-11 23:09:00,Cavalier King Charles,8,84,132,-30.39,-134.92,21.7ºC,Miedo
550,2025-06-11 23:10:00,Husky,18,141,178,47.87,-42.46,26.3ºC,Confusión
551,2025-06-11 23:11:00,Doberman,18,76,187,-15.54,-169.84,28.4ºC,Tranquilo
552,2025-06-11 23:12:00,Oriental,7,120,122,27.54,127.86,21.6ºC,Relajación
553,2025-06-11 23:13:00,Ragdoll,3,71,95,14.33,-50.85,20.3ºC,Alerta
554,2025-06-11 23:14:00,Terranova,18,65,155,-86.0,47.2,19.4ºC,Enfadado
555,2025-06-11 23:15:00,Scottish Fold,10,149,81,87.94,77.36,25.4ºC,Miedo
556,2025-06-11 23:16:00,Yorkshire Terrier,7,86,55,-82.54,-25.26,23.3ºC,Miedo
557,2025-06-11 23:17:00,Boxer,17,67,194,84.2,-69.68,20.3ºC,Confusión
558,2025-06-11 23:18:00,Terranova,14,142,123,8.98,166.4,25.8ºC,Enfadado
559,2025-06-11 23:19:00,Beagle,3,165,163,83.37,167.22,19.8ºC,Confusión
560,2025-06-11 23:20:00,Manx,12,124,76,-69.34,-75.8,24.7ºC,Ansiedad
561,2025-06-11 23:21:00,Pastor Alemán,13,116,103,-1.73,-7.33,24.3ºC,Enfadado
562,2025-06-11 23:22:00,Abyssinian,2,152,134,-59.49,170.22,26.8ºC,Ansiedad
563,2025-06-11 23:23:00,Chihuahua,3,168,176,-80.82,-178.25,18.7ºC,Miedo
564,2025-06-11 23:24:00,Akita,5,172,160,21.16,-31.44,28.7ºC,Tranquilo
